src,label,path,y,group,split
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180109.jpg,Amrapali,/kaggle/working/small/Amrapali/00012.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180114.jpg,Amrapali,/kaggle/working/small/Amrapali/00013.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180120.jpg,Amrapali,/kaggle/working/small/Amrapali/00014.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180131.jpg,Amrapali,/kaggle/working/small/Amrapali/00015.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180141.jpg,Amrapali,/kaggle/working/small/Amrapali/00016.jpg,0,25,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180142.jpg,Amrapali,/kaggle/working/small/Amrapali/00017.jpg,0,25,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180148.jpg,Amrapali,/kaggle/working/small/Amrapali/00018.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180149.jpg,Amrapali,/kaggle/working/small/Amrapali/00019.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180159.jpg,Amrapali,/kaggle/working/small/Amrapali/00020.jpg,0,144,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180200.jpg,Amrapali,/kaggle/working/small/Amrapali/00021.jpg,0,144,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180210.jpg,Amrapali,/kaggle/working/small/Amrapali/00022.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180210_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00023.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180214.jpg,Amrapali,/kaggle/working/small/Amrapali/00024.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180216.jpg,Amrapali,/kaggle/working/small/Amrapali/00025.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180220.jpg,Amrapali,/kaggle/working/small/Amrapali/00026.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180221.jpg,Amrapali,/kaggle/working/small/Amrapali/00027.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180228.jpg,Amrapali,/kaggle/working/small/Amrapali/00028.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180229.jpg,Amrapali,/kaggle/working/small/Amrapali/00029.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180239.jpg,Amrapali,/kaggle/working/small/Amrapali/00030.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180244.jpg,Amrapali,/kaggle/working/small/Amrapali/00031.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180248.jpg,Amrapali,/kaggle/working/small/Amrapali/00032.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180249.jpg,Amrapali,/kaggle/working/small/Amrapali/00033.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180254.jpg,Amrapali,/kaggle/working/small/Amrapali/00034.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180254_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00035.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180312.jpg,Amrapali,/kaggle/working/small/Amrapali/00036.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180313.jpg,Amrapali,/kaggle/working/small/Amrapali/00037.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180317.jpg,Amrapali,/kaggle/working/small/Amrapali/00038.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180322.jpg,Amrapali,/kaggle/working/small/Amrapali/00039.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180326.jpg,Amrapali,/kaggle/working/small/Amrapali/00040.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180339.jpg,Amrapali,/kaggle/working/small/Amrapali/00041.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180345.jpg,Amrapali,/kaggle/working/small/Amrapali/00042.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180346.jpg,Amrapali,/kaggle/working/small/Amrapali/00043.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180351.jpg,Amrapali,/kaggle/working/small/Amrapali/00044.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180352.jpg,Amrapali,/kaggle/working/small/Amrapali/00045.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180356.jpg,Amrapali,/kaggle/working/small/Amrapali/00046.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180356_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00047.jpg,0,172,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180404.jpg,Amrapali,/kaggle/working/small/Amrapali/00048.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180405.jpg,Amrapali,/kaggle/working/small/Amrapali/00049.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180408.jpg,Amrapali,/kaggle/working/small/Amrapali/00050.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180409.jpg,Amrapali,/kaggle/working/small/Amrapali/00051.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180417.jpg,Amrapali,/kaggle/working/small/Amrapali/00052.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180444.jpg,Amrapali,/kaggle/working/small/Amrapali/00053.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180445.jpg,Amrapali,/kaggle/working/small/Amrapali/00054.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180448.jpg,Amrapali,/kaggle/working/small/Amrapali/00055.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180450.jpg,Amrapali,/kaggle/working/small/Amrapali/00056.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180454.jpg,Amrapali,/kaggle/working/small/Amrapali/00057.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180456.jpg,Amrapali,/kaggle/working/small/Amrapali/00058.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180503.jpg,Amrapali,/kaggle/working/small/Amrapali/00059.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180504.jpg,Amrapali,/kaggle/working/small/Amrapali/00060.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180508.jpg,Amrapali,/kaggle/working/small/Amrapali/00061.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180509.jpg,Amrapali,/kaggle/working/small/Amrapali/00062.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180520.jpg,Amrapali,/kaggle/working/small/Amrapali/00063.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180529.jpg,Amrapali,/kaggle/working/small/Amrapali/00064.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180533.jpg,Amrapali,/kaggle/working/small/Amrapali/00065.jpg,0,91,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180542.jpg,Amrapali,/kaggle/working/small/Amrapali/00066.jpg,0,91,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180542_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00067.jpg,0,91,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180546.jpg,Amrapali,/kaggle/working/small/Amrapali/00068.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180547.jpg,Amrapali,/kaggle/working/small/Amrapali/00069.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180553.jpg,Amrapali,/kaggle/working/small/Amrapali/00070.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180554.jpg,Amrapali,/kaggle/working/small/Amrapali/00071.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180557.jpg,Amrapali,/kaggle/working/small/Amrapali/00072.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180559.jpg,Amrapali,/kaggle/working/small/Amrapali/00073.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180607.jpg,Amrapali,/kaggle/working/small/Amrapali/00074.jpg,0,56,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180608.jpg,Amrapali,/kaggle/working/small/Amrapali/00075.jpg,0,56,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180612.jpg,Amrapali,/kaggle/working/small/Amrapali/00076.jpg,0,56,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180617.jpg,Amrapali,/kaggle/working/small/Amrapali/00077.jpg,0,144,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180617_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00078.jpg,0,144,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180626.jpg,Amrapali,/kaggle/working/small/Amrapali/00079.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180630.jpg,Amrapali,/kaggle/working/small/Amrapali/00080.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180634.jpg,Amrapali,/kaggle/working/small/Amrapali/00081.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180635.jpg,Amrapali,/kaggle/working/small/Amrapali/00082.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180642.jpg,Amrapali,/kaggle/working/small/Amrapali/00083.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180646.jpg,Amrapali,/kaggle/working/small/Amrapali/00084.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180647.jpg,Amrapali,/kaggle/working/small/Amrapali/00085.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180659.jpg,Amrapali,/kaggle/working/small/Amrapali/00086.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180703.jpg,Amrapali,/kaggle/working/small/Amrapali/00087.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180709.jpg,Amrapali,/kaggle/working/small/Amrapali/00088.jpg,0,7,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180710.jpg,Amrapali,/kaggle/working/small/Amrapali/00089.jpg,0,7,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180714.jpg,Amrapali,/kaggle/working/small/Amrapali/00090.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180714_01.jpg,Amrapali,/kaggle/working/small/Amrapali/00091.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180719.jpg,Amrapali,/kaggle/working/small/Amrapali/00092.jpg,0,7,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180723.jpg,Amrapali,/kaggle/working/small/Amrapali/00093.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180734.jpg,Amrapali,/kaggle/working/small/Amrapali/00094.jpg,0,29,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180739.jpg,Amrapali,/kaggle/working/small/Amrapali/00095.jpg,0,0,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180747.jpg,Amrapali,/kaggle/working/small/Amrapali/00096.jpg,0,28,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180751.jpg,Amrapali,/kaggle/working/small/Amrapali/00097.jpg,0,7,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180757.jpg,Amrapali,/kaggle/working/small/Amrapali/00098.jpg,0,56,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180803.jpg,Amrapali,/kaggle/working/small/Amrapali/00099.jpg,0,25,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180810.jpg,Amrapali,/kaggle/working/small/Amrapali/00100.jpg,0,95,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG20250627180815.jpg,Amrapali,/kaggle/working/small/Amrapali/00101.jpg,0,127,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250614_183353.jpg,Amrapali,/kaggle/working/small/Amrapali/00102.jpg,0,141,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151404 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00103.jpg,0,175,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151410 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00104.jpg,0,78,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151417 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00105.jpg,0,78,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151423 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00106.jpg,0,102,test
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151438 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00107.jpg,0,103,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151448 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00108.jpg,0,123,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151457 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00109.jpg,0,103,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151505 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00110.jpg,0,103,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151525 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00111.jpg,0,130,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151531 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00112.jpg,0,71,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151536 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00113.jpg,0,66,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151543 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00114.jpg,0,23,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151548 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00115.jpg,0,66,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151554 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00116.jpg,0,66,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151610 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00117.jpg,0,80,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151619 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00118.jpg,0,71,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151623 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00119.jpg,0,68,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151634 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00120.jpg,0,73,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151640 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00121.jpg,0,14,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151646 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00122.jpg,0,68,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151719 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00123.jpg,0,74,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151748 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00124.jpg,0,149,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151802 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00125.jpg,0,81,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151814 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00126.jpg,0,99,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151819 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00127.jpg,0,81,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151835 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00128.jpg,0,9,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151844 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00129.jpg,0,9,train
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151850 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00130.jpg,0,14,val
/kaggle/input/datasets/researchersajid/mangoclassify-12-native-mango-dataset-from-bd/MangoClassify-12/Amrapali/IMG_20250627_151855 (1).jpg,Amrapali,/kaggle/working/small/Amrapali/00131.jpg,0,3,train
